Card ID,Card Name,Card URL,Card Description,Labels,Members,Due Date,Attachment Count,Attachment Links,Checklist Item Total Count,Checklist Item Completed Count,Vote Count,Comment Count,Last Activity Date,List ID,List Name,Board ID,Board Name,Archived,Start Date,Due Complete,Due Reminder
68e2d7174df12030f152ddf1,Restablecimiento de contraseña.,https://trello.com/c/GLEgosIO/20-restablecimiento-de-contrase%C3%B1a,"Como cliente, quiero poder restablecer mi contraseña en caso de haberla olvidado, para poder hacer exitoso mi inicio de sesión.",,,,0,,4,0,0,0,2025-10-05T20:39:56.668Z,68e2d5125191fac8559090a1,Lista de tareas,68e2c908e26c6d35a2fb3571,Proyecto Software,false,,false,
68e2d661cd27528ad31cd51d,Establecer presupuesto.,https://trello.com/c/Fm7CfYbp/18-establecer-presupuesto,,(green),,,0,,0,0,0,0,2025-10-05T20:40:19.803Z,68e2d529d31b0b875a22b38c,En prueba - Comprobando,68e2c908e26c6d35a2fb3571,Proyecto Software,false,,false,
68e2d502b93503c28960bf76,Plantear la problemática.,https://trello.com/c/7GbjiWtt/1-plantear-la-problem%C3%A1tica,,(green),,,0,,0,0,0,0,2025-10-05T20:29:00.034Z,68e2d502b93503c28960bee5,Hecho,68e2c908e26c6d35a2fb3571,Proyecto Software,false,,true,
68e2d502b93503c28960bf5c,Definir alcance.,https://trello.com/c/48nPjYx4/2-definir-alcance,,(green),,,0,,0,0,0,0,2025-10-05T20:29:00.037Z,68e2d502b93503c28960bee5,Hecho,68e2c908e26c6d35a2fb3571,Proyecto Software,false,,true,
68e2d502b93503c28960bf58,Establecer los objetivos.,https://trello.com/c/BFbRbgnw/6-establecer-los-objetivos,,(green),,,0,,0,0,0,0,2025-10-05T20:29:00.036Z,68e2d502b93503c28960bee5,Hecho,68e2c908e26c6d35a2fb3571,Proyecto Software,false,,true,
68e2d502b93503c28960bf55,Hacer el levantamiento de información.,https://trello.com/c/6dRmOeBF/5-hacer-el-levantamiento-de-informaci%C3%B3n,,(green),,,0,,0,0,0,0,2025-10-05T20:29:00.036Z,68e2d502b93503c28960bee5,Hecho,68e2c908e26c6d35a2fb3571,Proyecto Software,false,,true,
68e2d502b93503c28960bf54,Definir los stakeholders.,https://trello.com/c/RJeedozN/4-definir-los-stakeholders,,(green),,,0,,0,0,0,0,2025-10-05T20:29:00.037Z,68e2d502b93503c28960bee5,Hecho,68e2c908e26c6d35a2fb3571,Proyecto Software,false,,true,
68e2d502b93503c28960bf59,Medir los riesgos.,https://trello.com/c/dvI0H72c/3-medir-los-riesgos,,(green),,,0,,0,0,0,0,2025-10-05T20:29:00.037Z,68e2d502b93503c28960bee5,Hecho,68e2c908e26c6d35a2fb3571,Proyecto Software,false,,true,
68e2d529d31b0b875a22b3ba,Definir Requisitos Funcionales y No Funcionales.,https://trello.com/c/bg5oNDjH/16-definir-requisitos-funcionales-y-no-funcionales,,(green),,,0,,0,0,0,0,2025-10-05T20:33:47.495Z,68e2d502b93503c28960bee5,Hecho,68e2c908e26c6d35a2fb3571,Proyecto Software,false,,true,
68e2d658d7c403d52dbe4d62,Hacer Estructura de Desglose del proyecto.,https://trello.com/c/wnnb4nvs/17-hacer-estructura-de-desglose-del-proyecto,,(green),,,0,,0,0,0,0,2025-10-05T20:34:50.406Z,68e2d502b93503c28960bee5,Hecho,68e2c908e26c6d35a2fb3571,Proyecto Software,false,,true,
